,appliance,footprint
463,Projector,"[  0.  -1. -18.  20. -32.  32.  -4. -40.  44.  -1.   1.   0.   1.   0.
  -1.   0.   0.   0.   0.   0.   0.   1.   0.   0.  -1.   1.  -1.   0.
   0.   1.  -1.   1.   0.  -1.   0.   1.  -1.   0.   1.  -1.   0.   0.
  -6.   7.   0.   0.]"
464,Projector,[-2. -4. -5.  2.]
465,Projector,[]
466,Projector,[14. -5.]
467,Projector,"[  0.   0.  -4.   3.   1.   0.   0.  15.  28.   2.   0.   0.   0.   0.
   0.   0.   1.   0.  -1.   1.   0.  -1.   0.   0.   0.   0.   0.   0.
   0.   1.   0.  -1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  -1.   0.   0.   1.  -1.  -1.   1.   0.   0.   1.   0.  -1.   0.   1.
  -1.   1.   0.   0.   0.  -1.   0.   1.   0.  -1.   1.   0.  -1.   0.
   0.   1.   0.  -1.   0.   1.  -1.   0.   0.   1.   0.  -1.   1.   0.
   0.  -1.   0.   1.  -1.   0.   1.  -1.   1.  -1.   1.  -1.   1.  -1.
   0.   0.   0.   1.   0.   0.  -1.   0.   1.   0.  -1.   1.   0.   0.
   0.  -1.   1.  -1.   0.   0.   0.   1.  -1.   1.  -1.   1.  -1.   0.
   1.  -1.   0.   0.   1.  -1.   0.   1.  -1.   0.   1.  -1.   0.   0.
   0.   1.  -1.   0.   0.   0.   0.   1.   0.   0.   0.  -1.   0.   0.
   1.   0.  -1.   1.   0.   0.  -1.   0.   1.  -1.   0.   0.   0.  -1.
   1.   0.   0.   1.  -1.   0.   1.  -1.   0.   0.   1.  -1.   1.  -1.
   0.   0.   0.   1.  -1.   0.   1.  -1.   0.   0.   1.  -1.   0.   0.
   1.   0.  -1.   0.   0.   1.   0.  -1.   1.  -1.   0.   0.   0.   1.
  -1.   1.  -1.   0.   0.   0.   1.   0.   0.   0.  -1.   1.  -1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   1.  -1.   0.   1.  -1.   1.
  -1.   0.   1.  -1.   0.   0.   0.   0.   0.   0.   0.   1.   0.  -1.
   1.   0.  -1.   1.   0.   0.  -1.   1.   0.  -1.   1.   0.  -1.   1.
  -1.   0.   0.   1.  -1.   1.   0.  -1.   0.   1.   0.   0.   0.   0.
   0.  -1.   0.   1.   0.  -1.   1.   0.  -1.   0.   0.   0.   1. -16.
   9.   6.  -1.   2.  -1.   1.  -1.   0.   0.   0.   0.   1.  -1.   1.
  -1.   0.   0.   0.   0.   0.   0.   1.   0.  -1.  -1.   1.   1.  -1.
   1.  -1.   1.  -1.   0.   0.   0.   1.   0.  -1.   1.  -1.   0.   1.
   0.   0.  -1.   1.  -1.   1.  -1.   1.   0.  -1.   0.   0.   0.   0.
   1.  -1.   0.   0.   1.  -1.   0.   0.   1.   0.  -1.   0.   1.  -1.
   1.  -1.   1.  -1.   0.   1.  -1.  -1.   1.   1.  -1.   0.   0.   0.
   0.   0.   1.   0.  -1.   0.   0.   0.   0.  -4.   3.   1.  -5.   5.
   0.   0.  -1. -30.  30.   1.   0.   0.   0.   0.   0.   0.   1.  -1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.  -1.
   0.   0.   0.   0.   0.   0.   0.   1.  -1.   0.   0. -36.  29.   7.
   0.  -4.   4.]"
468,Projector,[]
469,Projector,[  6. -14.   8.  11. -19.  24.]
470,Projector,[]
471,Projector,[ 0.  0. -1.  0.  4. 19.]
472,Projector,[-2.  5. -1.  1. -1.  0.  0.  1.]
473,Projector,[]
474,Projector,[]
475,Projector,"[  0.   1.  -2.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  -2.   1. -11.  11.  -1.   0.]"
476,Projector,[11. 12.]
477,Projector,[ -2. -22.  22.   0.]
478,Projector,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  1. -1.
  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0.  0.  0. 17. 21. 19. 28. 18.  4. -1.  0.]"
479,Projector,[ 1. 12.]
480,Projector,[-1.  0.  0. -2.]
481,Projector,[12. 15.]
482,Projector,[  7. -20.   8.  29.]
483,Projector,[1.]
484,Projector,[]
485,Projector,[]
486,Projector,[]
487,Projector,[11.]
488,Projector,[]
489,Projector,[  4.   6.   8. -20.  11.   2.  -7.  19.   1.  -6.]
490,Projector,"[ 0.  0.  0. -1.  1.  0. -1.  0.  1. -1.  1.  0. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0. -1.  2. -1.  0.  0.  0.
  1. -1.  0.]"
491,Projector,[10.]
492,Projector,[ -1.   0.   0. -19.  14.   5.]
493,Projector,[]
494,Projector,[25. -1.  0. -4.  3. -8. -4. 22.  0. 36.  0.]
495,Projector,"[ -3.   2.   1. -17.  18.  -1.   0.  -1.  -2.   0.   0. -36.  40.  -1.
   0.  -3.   2.   1.   0.]"
496,Projector,"[-22.  25.  23.  -8.   2.  16. -27.  19.  -1.  -4. -20. -18.  24.   0.
  11.]"
497,Projector,"[ 0.  1.  0. -1.  1. -1. -1.  1.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.
 -1.]"
498,Projector,"[ 22. -31.  24. -25.  32.  -4.  -6.   9.   5. -12.   7. -27.  13.  29.
  -2.  -6. -14.   4.  19. -35.   7.  17.  10.]"
499,Projector,"[-15.  -1.   7.  22. -45.  24.  -7.   5. -10.   0.  12.   0.  -8.  -1.
  -2.  35.  -4.]"
500,Projector,"[  0.  -1. -13.  33. -14. -20.  31.   2.  -2.   4.  14. -24. -22.  11.
  32.   4. -45.   7.  20.   9.   6. -22.   6.  -7.  15.]"
501,Projector,[0. 8.]
502,Projector,[  9.  21. -11. -27.   1.  30. -41.   0.  13.]
503,Projector,[17.]
504,Projector,[ 1. -1.  0. -1.  0.  0.  1. -6. 24.  0.]
505,Projector,[]
506,Projector,"[  1.   3.  13.  14.   0.   0.   1. -11.   0.  -1.   0.   0.   0.   0.
   0.   0.   0.   0.  -1.   1.]"
507,Projector,[10. 15. -1. -5. -3.  8.]
508,Projector,[ 26.  10. -28.]
509,Projector,[ 12.  11.  28.  -9.   8.  -1. -38.  20. -15.  -2.   8.  26.]
510,Projector,[-26. -37.   3.  25.  22.  -8.  15.  -4.   9.   9.]
511,Projector,[-32.  34.  21.]
512,Projector,[22.]
513,Projector,[  0. -25.]
514,Projector,[]
515,Projector,[-21.]
516,Projector,[26.]
517,Projector,[ 20. -16.  18. -12.  -2.]
518,Projector,[  4. -30.  28.  39.   6.]
519,Projector,[16. 36.]
520,Projector,[  7. -23.   9.  34.   2.  -1.]
521,Projector,[-16.]
522,Projector,[]
523,Projector,[]
524,Projector,[ 30. -10.  -9. -19.]
525,Projector,[ -2. -34.  32. -19.  18.   7.  18.]
526,Projector,[20.]
527,Projector,[ -5. -36.   2.  25. -12.  30. -15.  14. -20.  15.  15.]
528,Projector,[]
529,Projector,[ -9.  18.  17. -11.]
530,Projector,[ 15. -15. -12.  32.   9. -24. -18.]
531,Projector,[12.]
532,Projector,[-1.]
533,Projector,[ 20.  17.   0. -10.]
534,Projector,[-13.  25.  21.  -9.   5.  25. -34.  15.  -5. -17.  19.   0. -28.]
535,Projector,[-13.  -4.  24.   6.]
536,Projector,[34.  3.  1.]
537,Projector,"[-4.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  1. -1.
  0.  0.  1. -1.  1.  1.]"
538,Projector,[ 8. 18. 17.]
539,Projector,[31.]
540,Projector,"[  0.   0.   0.   0.  -2.   2.   0.  -1.   1.   0.   0.   0.   0.  -1.
  -3.   3.   1.  -6.   3.   3.   1.  -1.  -2. -30.  31.   1. -20.  19.
  -2.   3.   0.   0. -19.   0.  17.  -1.]"
541,Projector,[]
542,Projector,"[ 1.  2. 34.  2.  0.  0. -1.  0.  0.  0.  1. -1.  0.  0.  1. -1.  1.  0.
  0.  0. -1.  0.]"
543,Projector,[31. -7.]
544,Projector,[]
545,Projector,"[ -6.  23.   0.   1.  -1.   7.  20.  19.   0.  -1.   1.   1.  -5. -17.
   9.]"
546,Projector,[-12.  13. -21.   9.   4. -13. -22.   1.  42.   0. -25.  24.   1.   0.]
547,Projector,[11. -7.]
548,Projector,[]
549,Projector,[]
550,Projector,[-15.]
551,Projector,[]
552,Projector,[24.]
553,Projector,[]
554,Projector,[  0. -14.  14.   0.   0.   7.]
555,Projector,[-29.]
556,Projector,[ 15.   0.   1.  -1.   0.   1.   0.  -1.  -3.   4.   0.  -3. -12.  14.]
557,Projector,[-1.  0.]
558,Projector,[-5.  9.]
559,Projector,[  0. -19.  16.]
560,Projector,[-9. 32.]
561,Projector,[19.]
562,Projector,"[ -1.   0.   0.   0.   1.   0.  -1.  -2.   0.   1.   0.   1.  12.  18.
  -3.  18.   0. -29. -13.  12.  30.  -5. -16.  19.]"
563,Projector,[28. -2.  2.]
564,Projector,[]
565,Projector,[1.]
566,Projector,[-12. -26.  25.]
567,Projector,[-28.]
568,Projector,[-7.  7.]
569,Projector,[16.]
570,Projector,"[  0. -21.  21.   0. -13.  12.  -2. -25. -28.  -1.   6.  34.  -5.   8.
  14.   0.   0.  -1.  -7.  -8.   4.  11.  -2.  -1.  -6.   0.   9.  28.
   0.   0. -12.  29. -25.  -2.  19.  -9.   3.   6.   8.]"
571,Projector,[ 9. 39.]
572,Projector,[ 17.  23.  37.  -5.  -8. -25.  37.]
573,Projector,"[-21.  11.  -8.  10.   1.  -1.   0.  21.  17.  -1.   0.   0.   0.   0.
   0.   0.   0.   0.   0.  -1.   1.   0.   0.   0.]"
574,Projector,[-5.  6. 12. 12.]
575,Projector,[ 8. 42.]
576,Projector,[-40.  40.   0.   0.   0.]
577,Projector,"[ 12.  45. -32.  15.  -1.  -2.  -1.  -5.   1.  -3. -17.  30.   1.   3.
   1.]"
578,Projector,[30.]
579,Projector,[ 2. -1.]
580,Projector,[]
581,Projector,[  2.  39.  36.   0.   0.  -1.   0.   0. -26.   1.]
582,Projector,"[ -9.   1.   4.   3. -14.   6.  38.   0.   0.   0.   0.   0.   0.   0.
   0.   1.   0.  -1.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.
   0.   1.  -1.   1.   0.  -1.   1.  -1.   1.  -1.   0.   0.   0.   1.
   0.   0.  -1.   1.]"
583,Projector,[ 2. 15. 13.]
584,Projector,[30.  5.  2.  1. -1.  0.  1.  0.  0.]
585,Projector,[]
586,Projector,[-11.   1.  15.   2.   0.   0.]
587,Projector,"[-32.  31. -12.   0.   0.  13.   0.   0. -35.  23.  12. -37.  37.   0.
   0.]"
588,Projector,[0. 2. 0.]
589,Projector,[ 9. 26. -9.  0.]
590,Projector,[ 0.  3.  8. 11. 19. 32.  0.  0. -6. -5.]
591,Projector,[25.]
592,Projector,[]
593,Projector,"[-5. -2. -2. -1. 14.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  0.  1. -1. -1.  1.]"
594,Projector,[0.]
595,Projector,[0. 0.]
596,Projector,[ 0. -3.  2.]
597,Projector,[1.]
598,Projector,[  0.  -5.   0. -14.   0.  10.   1.   8.   0.]
599,Projector,[]
600,Projector,"[ -7.   8.   0.   0.   0.   0.   0.   0.   0.   0.   0.  26.  26.  -4.
 -25.]"
601,Projector,[ 33.  14.  -1.   2.  -1.   0.   0.   0.   5. -44.  30.]
602,Projector,"[-32.   0. -11.  -6.   0. -18.   9.  31.   1. -29.   5.   3.   2.  18.
   0.  30.  15.   1.  -1.   0.   1.   0.   0. -29.]"
603,Projector,[ -7. -15.  45.]
604,Projector,[ -1.   8.   2. -10.   6.  34. -20.  25.]
605,Projector,[0.]
606,Projector,[7.]
607,Projector,[]
608,Projector,[]
609,Projector,[ 3.  9. -1.]
610,Projector,[1.]
611,Projector,[]
612,Projector,[-13.  21. -16.]
613,Projector,[]
614,Projector,"[-16.  29. -17.   5.   4. -26.  28.   8.   2.  -5.  15.  25.  45.   0.
  -3.]"
615,Projector,[-12.   7.   5.]
616,Projector,[]
617,Projector,[-1.  0.  0. -1.  8. -5. 43.  0. -1.  0. -1.]
618,Projector,[-2.]
619,Projector,[ 4. 18. 15.]
620,Projector,[]
621,Projector,"[  0.   8.   5.  -1.   0.   0.   0.   0.   1.  -1.   0.   1.  -2.   2.
  -1.   0.   0.   0.   0.   0.   0.   1.  -2.   1.   0.   0.   0.   0.
   0.   0.   0.  -1.   0.   1.   0.   0.  -1.   0.   1.  -1.   1.   0.
  -1.   0.   1.  -1.   0.   0.   0.   0.  -1.   1.   1.  -1.   0.   0.
   0.   1.  -1.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -1.   2.
  -1.   0.   0.   0.   0.   0.   0.   0.   0.   1.  -1.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.  -1.   1.   1.   0.   0.  -1.   0.
   0.   0.   1.  -1.   0.   1.   0.   0.   0.   0.   0.   0.   0.  -1.
   0.   0.   0.   1.   0.   0.  -1.   0.   0.   0.   1.   0.   0.  -1.
   1.  -1.   1.   0.   0.  -1.   1.   0.   0.   0.   0.  -1.   1.  -1.
   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -1.   1.
   0.   0.   0.   0.  -1.   0.   1.   0.   0.   0.   0.   0.   0.  -1.
   1.   0.  -1.  15. -15.   0.   0.   2.  -1.   0.  -1.   1.  -2.   1.
   1.   0.   0.   0.   0.   0.  -1.   1.   0.   0.   0.   0.   0.   0.
   0.  -1.   0.   0.   1.   0.   0.  -1.   0.   1.   0.   0.   0.   0.
   0.  -1.   1.   0.   0.   0.   0.  -1.   0.   1.  -1.   1.  -1.   1.
   0.   0.   0.  -1.   0.   1.   0.  -1.   1.  -1.   1.  -1.  -3.   3.
   0.   0.   0.  -1.   0.   0. -17.  15.   3.   0.  -7.   3.   4. -37.
  33.  -6.   9.  -3.   3.   1.   0.  -8.   0.   7.   1.  -1. -15.  15.
   1.  -1.  -6.   0.   6.  -4.]"
622,Projector,[10. 30.]
623,Projector,"[ -6.   5.   0.   0.   1.  17.  28.   0.   0. -27.  27.  -1.   1.   0.
   0.  -1.   1.   0.  -1.   0.   1.   0.   0.   0.  -1.   1.   1.   0.
  -1.  -2.   2.   1.  -6.   3.   2.  -1.   1.   0. -14.  12.   1. -26.
 -18.  45. -44.  43.   1.  -1.   0.   1.  -2.   0.   2.  -5.   5.  -1.
  -8.   9.   0.   0. -16. -10.  26.  -1.   0.  -1. -12. -23.  27.   6.
  -1.   3. -40.  42.   0.]"
624,Projector,"[ -2.   3.  -1. -30.  30.   0.   0. -43.  43.   0.  -1.   1.  -3.   3.
  -3.   3.  -3.   2.   1.   0.  -2.]"
625,Projector,"[  0.   0.  12.  28.   6.   0.   0.   0.  -1.   0.   0.   1.   0.   0.
   0.  -1.   1.  -1.   1.   0.   0.  -1.   1.   0.   0.  -1.   2.  -1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.  -2.   1.   0.   0.   0. -17.   7.
 -15.  11.  -6.  11. -16. -16.   6.   1.  29.  -7. -31.  39.   4. -17.
  -3.  20.   0.  -1. -41.  25.  18.  -1.   0.  -8.   8.]"
626,Projector,[]
627,Projector,"[ 13.   1.  -1.   0.   0.   0.  -1.   1.   0.   0.   0.   0.   0.   0.
   0.   1.  -1.   0.   1.  -2.   1. -18.   4. -11.  25.   0.]"
628,Projector,[  0.   0.   0. -14.  12. -23.  24.   1.]
629,Projector,[]
630,Projector,[-3. 25.  1. -1.  1. -1.  9.  8. 28. -4.  5.]
631,Projector,[ 7. 13. 22.]
632,Projector,"[ 38.  17.   3.  17.   1.   0.  -1.   0.   0.   0.   0.   0.   0.   0.
  -1.   1. -49.  30.  13.  -7.  11.  -2.   4.   0. -32.  27.   3.]"
633,Projector,"[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  1.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0. -1.
  0.  0.  0.  0.  1.  0.  0.  0. -1.  1.  0.  0. -1.  1. -1.  0.  0.  1.
  0.  0.  0.  0. -1.  0.  1.  1.  0.  0. -1.  0.  0.  0.  1. -1.  0.  0.
  0. -1.  0.  0.  2. -1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.
 -1.  2. -1.  0.  0.  0. -1.]"
634,Projector,"[ 0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1. -1.  0.  0.  0.  1. -1.  0.
  0.  0.  0. -1.  1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  1. -1.  0.  0.  0. -1.  1.  0.  0. -1.
  1. -1.  0.  1. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.
  0. -1.  1.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0. 16.]"
635,Projector,[ 0.  3. 15. 22. 18.]
636,Projector,[]
637,Projector,[-1. 20.]
638,Projector,[  0.   1.  -1. -13.  10.   9.  -6.   6.]
639,Projector,"[-30.   6.  32. -29.  30. -11.  10. -12.   2.   4.  -6.   5. -11.   7.
  -4.  20.  16.   9.   9.   8.   0. -17.  10.]"
640,Projector,[-24.  -8.  18.   0.]
641,Projector,[  3.   3. -23.  20.]
642,Projector,[]
643,Projector,[0.]
644,Projector,[]
645,Projector,[ 20.  -6. -19.  19.  14.   7.]
646,Projector,[ 33. -18. -26.]
647,Projector,[]
648,Projector,[ 12.   5. -44.  -7.  42.]
649,Projector,[0. 0. 1.]
650,Projector,[24.]
651,Projector,[]
652,Projector,[ 5. 18. -4.]
653,Projector,"[  3.   7. -10.   0.  10.  -8.  -4.  22.   1. -16.   6.   0.   2.  -5.
   9.   0.]"
654,Projector,"[ 27.  -2. -18.  -1. -15.  -8.  20.   0.   3.  -4.  17.   7.   0.  18.
  11.   4.  -1.   5.   0. -13.   3.   1.   0.   0.   0.   0.  -1.   0.
   0.   1.  -1.   1.   0.   0.   0.   0.   1.   0.  16.   0.   0.   0.
   1.  -2.   1.   0.   0.   0.   1.  -1.   1.   0.   0.   0.   0.  -1.
   1.  -1.   1.   0.   0.  -1.   0.   0.   1.  -1.]"
655,Projector,[15.]
656,Projector,[]
657,Projector,[-17.   8.  27. -14.  -7.   4.]
658,Projector,[ 32.   0.   5.   0. -19.   3.   0.  17.]
659,Projector,[14.]
660,Projector,"[ -1.  -3.  27.   8. -41.  -9.  19.  26.   4. -24.   5. -22.   1.  16.
 -12.   1.   2.  12.]"
661,Projector,"[ 0.  0.  0.  0. -1.  1.  0. -1.  0.  0.  0.  1. -1.  1. -1.  1.  0.  0.
  0.]"
662,Projector,[  5. -33.]
663,Projector,[14.]
664,Projector,[  6.  15. -32.  -5.]
665,Projector,[]
666,Projector,[0.]
667,Projector,[]
668,Projector,[ 30. -10.  -4.  26. -15.   3.  -3.  -9.   0.  11.   8.  -4.]
669,Projector,[ -1.   0. -44.   2. -17.  17.   0.  29.  -7.  12.]
670,Projector,[ -1.  -3.  -1.   0.  35.  14.   7. -12.]
671,Projector,[]
672,Projector,[-26.  -1.  16.  -4.   8.  11.  11. -17.  25. -16. -31.  34.  11.]
673,Projector,[ 39.   1. -43.  42.]
674,Projector,[16. 20.]
675,Projector,[  0.  25. -33.   9.  -6.  38.   9.]
676,Projector,[]
677,Projector,[  0. -43.   1.  43.]
678,Projector,[]
679,Projector,[  0. -31.   7.   1.   3.   1.  17.  22.  -5.  -1.]
680,Projector,[ 0. -4.  0.]
681,Projector,[ 26. -21.  10.  11.   0.]
682,Projector,"[-4. -4.  8.  0.  0.  0.  0.  0. -1.  1. -1.  0.  0.  1.  0. -1.  0.  1.
 -1.  0.  0.  0.  0.  0.  1. -1.  1.  0.  0.  0.  1.  0. -1.  0. -1.  1.
  0. -1.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  0.
  1. -1.  0.  1. -1.  1.  0.  0.  0. -1.  1.  0.  0.  6. -1. 45.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  1. -1.  1. -1.  1.
  0.  0. -1.  0.  1. -1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1.
 -1.  0.  0.  1. -1.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.]"
683,Projector,[ 9. 14.]
684,Projector,"[12.  1.  3. -6.  5.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0. -1.  1.  0.  0.  0. -1.  1.
 -1.  0.  1. -1.  0.  1. -1.  1.  0. -1.  0.  0.  0.  1. -1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.
  1. -1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0. -1.  0.  0.
  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.  0. -1.  1. -1.  1. -1.  0.
  1.  0.  0. -1.  0.  0.  1. -1.  1.  0. -1.  1. -1.  1. -1.  0.  0.  1.
  0.  0. -1.  0.  1. -1.  1. -1.  0.  0.  0.  1.  0. -1.  1. -1.  0.  1.
  0.  0. -1.  1. -1.  0.  1. -1.  0.  1.  0.  0. -1.  0.  0.  1. -1.  0.
  0.  1. -1.  1.  0.  0. -1.  1. -1.  0.  0.  1.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0. -1.  1. -1.  0.  1. -1.  1.  0. -1.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -2. -3.  4. -4.]"
685,Projector,"[ 12.   0.   1.  -1.   0.   1.  -1.   0.   0.   0.   1.   0.   0.   0.
   0.  -1. -37.  37.  -2.   3.  -1.   0.   1.  -1.   1.  -1.   0.  -4.
 -34.  38.   1.]"
686,Projector,"[  0.   0. -42.  42.   0.   0.   1. -40. -10.  45. -15. -25.  21.  24.
   0. -27.  27.]"
687,Projector,[]
688,Projector,"[  0.   0.   0.  14.  19.  11.   0.   0.   0.   0.   0.   0.   0.  -2.
   1.   1.   0.   0.   1.   0.  -1.  -2.   2.   1.   0.  -1.   0.   1.
 -19.]"
689,Projector,[]
690,Projector,[]
691,Projector,[]
692,Projector,[29.]
693,Projector,[-31.   5.]
694,Projector,"[-2.  0. -1.  0. 16. 29.  0.  0.  0.  1. -1.  1.  0. -1.  0.  0.  1. -1.
  0.]"
695,Projector,[34.]
696,Projector,"[  0.  -1.   1.   0.  -1.   0.   0.   0.   0.   1.  -1.   1.   0.   0.
  -1.   1.  -3.   2. -20.  20.   0.   0.   0.   0.   1.]"
697,Projector,[ 0. -2.  3. -2.  1.  1.]
698,Projector,[13.]
699,Projector,"[-43.  26.  15.   1.   0.   0.   1.  -1.   0.   1.  -7.  -6.  12.   1.
  -1.   1.   0.   0.   0.   0.   0.   0.  -1.   1.   0.   0.   0.   0.
   0.   1.  -1.   0.  -1.   0.   0.   1.   0.   0.  -1.   0.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -1.
   0.   0.   1.   0.   0.  -1.   0.   0.   1.   0.  -3.   2.   1.   0.
  -1.   0.   1.   0.  -1.  -2.]"
700,Projector,[ 4. -1.  0. -1.  0.  1.  0. -1.  0.  0.  1. -1.  1.]
701,Projector,[ 0.  0.  0.  0. -1. -3.  2.  1.  1.  1.]
702,Projector,"[ 1.  0.  0. -1.  0.  1. -8.  7.  1.  0. -2.  2.  0.  0.  0.  0.  1. -1.
  0. -1.  1.  0.  0.]"
703,Projector,[0. 0. 0.]
704,Projector,[]
705,Projector,[13.]
706,Projector,[ 12.   0. -27.  28.  -2.]
707,Projector,[ 0. -1.  0. 20. 25.  0.  0.  0. -4.  3.  0.  1.  0. -2.  1.]
708,Projector,[8. 6. 0. 0. 0.]
709,Projector,[4.]
710,Projector,[-18.]
711,Projector,[27.]
712,Projector,[-1.  0. 10. 29.  6.  0.  0.  0.  1. -1.  0.  0.  0.]
713,Projector,[1.]
714,Projector,"[-23.  31.  16.   1.  -1.   0.   0.   0.   0.   0.   1.  -1.  -3. -11.
  15.  -1. -15.  16.  -1.   1.   0.   0.   0.   0.  -1.   0.   0.   0.
   1.]"
715,Projector,[ 0. -1.  1.]
716,Projector,"[ 44.   0.   0.  -1.   1.   0.   0.   1.   0.  -1.  -1.   1.   0.   0.
   0.   0.   0. -12.  12.   0.   0.   0.   0.   0.   0.]"
717,Projector,[]
718,Projector,"[  0. -19.  19.  -5.   4. -15.  -4.   6.  -2. -15.  31. -14.  14.  -1.
 -17.  18.   0. -20.  19.  -5.   6.  -1.   0.   0.   1.   0.   0.  -1.
   1. -37.  17.   5. -13.  26.   1.   1.  -1. -41.  38.   4.   0.   0.
   0. -14.  14.]"
719,Projector,"[-21.  19.   1.   0.   0.   0.   1.   0.   0.   0.   0.  -1.   1.   0.
  -1.   1.   0.   0.  -1.  -2.   2.   0.  -1.   2.  -1. -14.  14.   1.
 -27.  27.  -1.   1.   0.]"
720,Projector,[-22.  -2.  -2.  -5.  18.   1.   0.   2.  19.  24.   0.   0.   0.]
721,Projector,[-2. -9.  0. 40.]
722,Projector,"[  0.   0.   0.   0.   0.   0.   0.  -2.   2. -10.   7.   2. -10.  10.
   1.  -1.   0.]"
723,Projector,"[-7. -1.  0.  0.  1.  0. 20. 19.  7.  0. -1.  1. -1.  1.  0. -1.  1. -1.
  1. -1.  1. -1.  1.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.  0.  1.  0.
  0. -1.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  1.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1. -1.
  1.  0.  0.  0.  0. -1.  1. -1.  0.  1. -1.  1.  0. -1.  1.  0.  0. -1.
  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  0.
  0.  0.  1. -1.  0.  0.  0.  1.  0.  0. -1.  0.  1.  0. -1.  0.  0.  0.
  0.  0.  0.  0.  1. -1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.]"
